1540958911000,8948993
1540959197000,8942803
1540959482000,8941061
1540959768000,8939290
1540960054000,8935608
1540960340000,8930763
1540960626000,8926135
1540960912000,8920512
1540961197000,8915123
1540961483000,8909385
1540961769000,8900123
1540962055000,8889304
1540962341000,8874755
1540962627000,8863950
1540962912000,8852912
1540963198000,8844517
1540963484000,8838647
1540963770000,8832887
1540964056000,8827415
1540964341000,8822271
1540964627000,8816615
1540964913000,8812989
1540965199000,8815830
1540965485000,8814855
1540965771000,8816933
1540966056000,8822128
1540966342000,8820878
1540966628000,8828427
1540966914000,8837598
1540967200000,8848441
1540967486000,8862410
1540967771000,8876257
1540968057000,8893328
1540968343000,8913344
1540968629000,8934467
1540968915000,8956881
1540969201000,8980127
1540969486000,8999594
1540969772000,9027850
1540970058000,9057958
1540970344000,9090911
1540970630000,9122784
1540970916000,9154864
1540971201000,9188030
1540971487000,9223346
1540971773000,9259807
1540972059000,9296743
1540972345000,9334750
1540972631000,9373006
1540972916000,9413052
1540973202000,9454507
1540973488000,9497752
1540973774000,9542253
1540974060000,9583184
1540974345000,9624083
1540974631000,9665583
1540974917000,9708303
1540975203000,9752373
1540975489000,9796452
1540975775000,9841831
1540976060000,9884707
1540976346000,9925847
1540976632000,9967586
1540976918000,10014031
1540977204000,10063981
1540977490000,10115870
1540977775000,10166669
1540978061000,10214894
1540978347000,10261912
1540978633000,10308942
1540978919000,10359050
1540979205000,10411374
1540979490000,10464910
1540979776000,10516638
1540980062000,10569526
1540980348000,10623938
1540980634000,10679989
1540980920000,10740778
1540981205000,10803235
1540981491000,10866261
1540981777000,10928037
1540982063000,10990392
1540982349000,11055810
1540982634000,11121347
1540982920000,11186825
1540983206000,11253687
1540983492000,11321372
1540983778000,11390513
1540984064000,11462969
1540984349000,11537990
1540984635000,11614382
1540984921000,11692461
1540985207000,11769648
1540985493000,11845052
1540985779000,11921796
1540986064000,11999063
1540986350000,12075213
1540986636000,12150946
1540986922000,12224591
1540987208000,12295987
1540987494000,12368100
1540987779000,12441368
1540988065000,12514570
1540988351000,12590132
1540988637000,12663189
1540988923000,12731574
1540989209000,12800062
1540989494000,12869640
1540989780000,12937836
1540990066000,13004213
1540990352000,13069381
1540990638000,13133648
1540990923000,13197740
1540991209000,13263142
1540991495000,13331995
1540991781000,13398568
1540992067000,13462940
1540992353000,13522193
1540992638000,13576618
1540992924000,13629354
1540993210000,13677787
1540993496000,13720554
1540993782000,13756908
1540994068000,13789595
1540994353000,13815585
1540994639000,13820741
1540994925000,13847488
1540995211000,13884575
1540995497000,13905381
1540995783000,13921702
1540996068000,13933194
1540996354000,13939288
1540996640000,13940459
1540996926000,13939088
1540997212000,13933847
1540997498000,13922431
1540997783000,13902286
1540998069000,13871650
1540998355000,13825312
1540998641000,13804358
1540998927000,13789182
1540999212000,13771926
1540999498000,13752225
1540999784000,13726750
1541000070000,13695038
1541000356000,13670310
1541000642000,13645823
1541000927000,13620781
1541001213000,13591806
1541001499000,13559739
1541001785000,13524039
1541002071000,13492664
1541002357000,13471028
1541002642000,13451559
1541002928000,13433884
1541003214000,13415951
1541003500000,13400682
1541003786000,13389246
1541004072000,13379960
1541004357000,13367342
1541004643000,13352263
1541004929000,13336147
1541005215000,13324457
1541005501000,13308986
1541005787000,13301058
1541006072000,13292334
1541006358000,13284640
1541006644000,13280320
1541006930000,13270503
1541007216000,13259410
1541007501000,13248673
1541007787000,13234180
1541008073000,13221595
1541008359000,13223395
1541008645000,13205101
1541008931000,13201109
1541009216000,13182929
1541009502000,13180623
1541009788000,13176981
1541010074000,13171332
1541010360000,13165525
1541010646000,13154203
1541010931000,13145862
1541011217000,13124375
1541011503000,13124417
1541011789000,13117985
1541012075000,13093492
1541012361000,13090108
1541012646000,13076361
1541012932000,13062935
1541013218000,13049753
1541013504000,13037596
1541013790000,13025296
1541014076000,13009992
1541014361000,12991662
1541014647000,12973496
1541014933000,12956322
1541015219000,12934125
1541015505000,12906388
1541015791000,12877602
1541016076000,12843663
1541016362000,12804336
1541016648000,12766584
1541016934000,12730536
1541017220000,12687669
1541017505000,12647247
1541017791000,12601124
1541018077000,12554516
1541018363000,12509120
1541018649000,12459311
1541018935000,12405499
1541019220000,12348015
1541019506000,12285142
1541019792000,12214387
1541020078000,12142298
1541020364000,12075068
1541020650000,12009737
1541020935000,11944927
1541021221000,11879918
1541021507000,11813853
1541021793000,11742636
1541022079000,11662360
1541022365000,11597992
1541022650000,11532058
1541022936000,11462657
1541023222000,11386478
1541023508000,11311334
1541023794000,11240127
1541024080000,11174124
1541024365000,11109600
1541024651000,11022892
1541024937000,10948533
1541025223000,10884399
1541025509000,10822837
1541025794000,10762859
1541026080000,10701985
1541026366000,10639977
1541026652000,10558532
1541026938000,10469795
1541027224000,10425085
1541027509000,10360002
1541027795000,10280651
1541028081000,10228689
1541028367000,10176585
1541028653000,10128375
1541028939000,10077626
1541029224000,9961068
1541029510000,9929853
1541029796000,9898931
1541030082000,9864354
1541030368000,9829763
1541030654000,9793777
1541030939000,9761896
1541031225000,9734175
1541031511000,9708137
1541031797000,9682365
1541032083000,9658219
1541032369000,9634374
1541032654000,9608404
1541032940000,9582370
1541033226000,9557400
1541033512000,9535718
1541033798000,9515929
1541034083000,9497134
1541034369000,9476877
1541034655000,9461248
1541034941000,9447073
1541035227000,9435310
1541035513000,9422491
1541035798000,9406355
1541036084000,9390564
1541036370000,9377800
1541036656000,9367114
1541036942000,9357750
1541037228000,9346633
1541037513000,9332541
1541037799000,9316145
1541038085000,9301083
1541038371000,9288928
1541038657000,9277468
1541038943000,9265156
1541039228000,9250536
1541039514000,9234354
1541039800000,9217498
1541040086000,9202300
1541040372000,9183848
1541040658000,9165532
1541040943000,9145940
1541041229000,9123190
1541041515000,9096461
1541041801000,9072891
1541042087000,9049125
1541042372000,9030510
1541042658000,9014557
1541042944000,8999896
1541043230000,8985496
1541043516000,8973162
1541043802000,8963001
1541044087000,8954605
1541044373000,8947630
1541044659000,8937529
1541044945000,8924363
1541045231000,8916957
1541045517000,8929155
1541045802000,8924439
1541046088000,8920781
1541046374000,8924516
1541046660000,8918993
1541046946000,8920419
1541047232000,8915721
1541047517000,8913226
1541047803000,8909994
1541048089000,8905829
1541048375000,8906013
1541048661000,8904668
1541048947000,8902239
1541049232000,8897373
1541049518000,8892827
1541049804000,8888780
1541050090000,8883432
1541050376000,8876650
1541050661000,8870195
1541050947000,8865038
1541051233000,8860310
1541051519000,8858920
1541051805000,8863371
1541052091000,8863835
1541052376000,8861705
1541052662000,8867361
1541052948000,8875175
1541053234000,8886313
1541053520000,8897034
1541053806000,8906047
1541054091000,8917733
1541054377000,8934037
1541054663000,8953466
1541054949000,8975634
1541055235000,8997845
1541055521000,9021394
1541055806000,9047035
1541056092000,9075859
1541056378000,9108641
1541056664000,9142901
1541056950000,9177491
1541057236000,9214132
1541057521000,9251331
1541057807000,9288582
1541058093000,9329234
1541058379000,9372817
1541058665000,9417113
